feature,reward,n_seeds,seeds,train_avg_coins_mean,train_avg_coins_std,train_final100_avg_coins_mean,train_final100_avg_coins_std,train_self_kill_rate_mean,train_self_kill_rate_std,train_final100_self_kill_rate_mean,train_final100_self_kill_rate_std,eval_avg_coins_mean,eval_avg_coins_std,eval_median_coins_mean,eval_median_coins_std,eval_self_kill_rate_mean,eval_self_kill_rate_std,eval_avg_steps_mean,eval_avg_steps_std,completion_rate_mean,completion_rate_std,timeout_rate_mean,timeout_rate_std,completed_avg_steps_mean,completed_avg_steps_std
F2,basic,3,"123,456,2026",1.1405555555555555,0.29709862435324835,2.56,1.0376415566080612,0.8544444444444445,0.013368010461684378,0.68,0.09539392014169458,2.3333333333333335,2.509189776269092,1.8333333333333333,3.1754264805429417,0.5166666666666667,0.037859388972001855,247.34666666666666,44.41982027578832,0.0033333333333333335,0.005773502691896258,0.48,0.04358898943540674,385,
F2,shaped,3,"123,456,2026",1.5166666666666666,0.28268062072475597,4.573333333333333,1.0301617995894299,0.8366666666666667,0.03004626062886658,0.5866666666666667,0.10969655114602887,2.2666666666666666,1.2456457495344868,1.6666666666666667,1.5275252316519468,0.27999999999999997,0.1571623364550171,308.31666666666666,60.695868338243045,0.0,0.0,0.72,0.15716233645501715,,
F3,shaped,3,"123,456,2026",1.6977777777777778,0.49672352396404496,4.683333333333334,1.3986541149738676,0.8111111111111111,0.013977495139343439,0.49,0.062449979983984015,3.066666666666667,2.6845918373811193,3.5,3.905124837953327,0.32666666666666666,0.36460023770334177,294.5566666666667,122.96070849394668,0.0033333333333333335,0.005773502691896258,0.67,0.3601388621073821,389,
F4,shaped,3,"123,456,2026",2.4766666666666666,0.3679107681671377,5.68,0.051961524227066236,0.7922222222222223,0.026684022130050732,0.43333333333333335,0.05507570547286102,5.47,2.3092206477510975,5.666666666666667,3.0550504633038935,0.2,0.23302360395462088,357.3433333333333,48.82351721592098,0.03666666666666667,0.0404145188432738,0.7633333333333333,0.24110855093366831,389.875,1.590990257669732
F5,shaped,3,"123,456,2026",2.0388888888888888,0.8220069162545837,4.57,1.7143220234250038,0.8644444444444445,0.09985174194960433,0.6133333333333333,0.2610236260060252,2.7333333333333334,1.4314444918799099,2.5,1.8027756377319946,0.51,0.32787192621510003,253.32333333333332,85.35239090578149,0.0,0.0,0.49000000000000005,0.32787192621510003,,
