feature,reward,n_seeds,seeds,train_avg_coins_mean,train_avg_coins_std,train_final100_avg_coins_mean,train_final100_avg_coins_std,eval_avg_coins_mean,eval_avg_coins_std,eval_median_coins_mean,eval_median_coins_std,completion_rate_mean,completion_rate_std,timeout_rate_mean,timeout_rate_std,completed_avg_steps_mean,completed_avg_steps_std
F0,sparse,3,"123,456,2026",13.661111111111111,0.2862852760084938,8.24,0.13114877048603993,3.5433333333333334,0.36350149013908234,2.6666666666666665,1.1547005383792515,0.0,0.0,1.0,0.0,,
F0,basic,3,"123,456,2026",15.106666666666666,0.16653327995729075,9.07,0.6223343153000646,3.5766666666666667,0.29280255007997,2.6666666666666665,0.5773502691896257,0.0,0.0,1.0,0.0,,
F0,shaped,3,"123,456,2026",40.55611111111111,1.5014940090653903,44.093333333333334,8.967242236793503,19.51,26.43124476826621,19.0,26.851443164195103,0.3333333333333333,0.5773502691896257,0.6666666666666666,0.5773502691896257,129.14,
F1,sparse,3,"123,456,2026",47.74333333333333,0.02204792759220367,49.973333333333336,0.037859388972002424,48.8,0.15716233645501682,50.0,0.0,0.7266666666666667,0.023094010767585053,0.2733333333333333,0.023094010767585018,126.27194337194337,0.5247083412604974
F1,basic,3,"123,456,2026",47.69222222222222,0.06936884774188752,49.85666666666667,0.12858201014657258,49.2,0.2233830790368867,50.0,0.0,0.7866666666666666,0.056862407030773256,0.21333333333333335,0.056862407030773277,126.71242678889737,1.1983106351773152
F1,shaped,3,"123,456,2026",47.87888888888889,0.03384332091226009,49.99666666666667,0.005773502691895109,48.553333333333335,0.6785523806850378,50.0,0.0,0.6766666666666666,0.12220201853215579,0.3233333333333333,0.12220201853215573,126.72141417170657,1.1968752245487544
