feature,reward,n_seeds,seeds,train_coins_per_round_mean,train_coins_per_round_std,train_kills_per_round_mean,train_kills_per_round_std,train_self_kill_rate_mean,train_self_kill_rate_std,train_score_per_round_mean,train_score_per_round_std,train_agent_steps_per_round_mean,train_agent_steps_per_round_std,eval_coins_per_round_mean,eval_coins_per_round_std,eval_kills_per_round_mean,eval_kills_per_round_std,eval_self_kill_rate_mean,eval_self_kill_rate_std,eval_score_per_round_mean,eval_score_per_round_std,eval_agent_steps_per_round_mean,eval_agent_steps_per_round_std,eval_avg_round_steps_mean,eval_avg_round_steps_std,eval_bombs_per_round_mean,eval_bombs_per_round_std,eval_crates_per_round_mean,eval_crates_per_round_std,eval_kills_per_bomb_mean,eval_kills_per_bomb_std,eval_coins_per_100_steps_mean,eval_coins_per_100_steps_std,eval_kills_per_100_steps_mean,eval_kills_per_100_steps_std,eval_wait_rate_mean,eval_wait_rate_std,timeout_rate_mean,timeout_rate_std
F5,shaped,3,"123,456,2026",3.862777777777778,0.05657672600925166,0.4683333333333333,0.010929064207169999,0.09722222222222222,0.0041943524640393045,6.204444444444444,0.01644294287438772,283.45722222222224,2.4582612042149243,3.7466666666666666,1.2761791932692421,0.4866666666666667,0.06806859285554048,0.04,0.010000000000000002,6.180000000000001,1.607575814697397,307.41333333333336,38.85664722197905,372.6933333333333,19.819950386752556,25.406666666666666,6.694776570829928,47.88666666666666,11.29997492622587,0.019684704226676154,0.003244045641857076,1.2673871767458327,0.5896993666538359,0.16170784962413964,0.04175742590265216,0.1138350661384551,0.15349866940758025,0.6900000000000001,0.2078460969082653
F6,shaped,3,"123,456,2026",4.325555555555556,0.09393161421027603,0.575,0.008819171036882005,0.10777777777777778,0.012056963563450393,7.200555555555556,0.07969269681674673,341.65944444444443,6.206480111171749,2.953333333333333,0.9521204405606116,0.4266666666666667,0.17156145643277027,0.03666666666666667,0.015275252316519468,5.086666666666667,1.808876262582196,386.87666666666667,4.555483874774804,397.9166666666667,2.10176909610294,47.78,4.1975826376618235,42.42,11.96008361174787,0.009041789307915275,0.00409669494922256,0.7646652999011295,0.25339222117257554,0.11053226860270175,0.04553064892163938,0.18678447757345099,0.10078759963229941,0.9766666666666667,0.01527525231651948
