lambda,n_seeds,seeds,train_avg_coins_mean,train_avg_coins_std,train_final100_avg_coins_mean,train_final100_avg_coins_std,eval_avg_coins_mean,eval_avg_coins_std,eval_median_coins_mean,eval_median_coins_std,completion_rate_mean,completion_rate_std,timeout_rate_mean,timeout_rate_std,completed_avg_steps_mean,completed_avg_steps_std
0.0,3,"123,456,2026",47.742777777777775,0.058909849519164406,49.9,0.07211102550928022,48.14,0.8301807032206922,50.0,0.0,0.64,0.08888194417315591,0.36,0.08888194417315588,125.75798231363373,0.45108245237721695
0.8,3,"123,456,2026",47.81055555555555,0.03189972715545985,49.99666666666667,0.005773502691895109,48.343333333333334,0.6370504951205452,50.0,0.0,0.6466666666666666,0.10214368964029705,0.35333333333333333,0.10214368964029706,125.78860936408107,0.14195648513984777
